"stid"|"schema_name"|"function_name"|"parameter_name"|"parameter_description"|"reporting_level"|"source"|"rest"|"xls_template"|"progress_code"|"xls_column_name_lv_1"|"xls_column_name_lv_2"
304|"administrative_units"|"get_country_all_inds"|"carbon_stdev_c_mg_unprot"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country"|"CL"|"dopa"|True|False|NULL|NULL|NULL
304|"administrative_units"|"get_country_all_inds"|"carbon_tot_c_pg_prot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the country"|"CL"|"dopa"|True|False|3|NULL|NULL
304|"administrative_units"|"get_country_all_inds"|"carbon_tot_c_pg_total"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the whole country"|"CL"|"dopa"|True|True|3|"TOTAL CARBON"|"Total  (Pg)"
304|"administrative_units"|"get_country_all_inds"|"carbon_tot_c_pg_unprot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the country"|"CL"|"dopa"|True|False|3|NULL|NULL
304|"administrative_units"|"get_region_aggregated_inds"|"carbon_tot_c_pg_prot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_aggregated_inds"|"carbon_tot_c_pg_total"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_aggregated_inds"|"carbon_tot_c_prot_perc"|"percentage of the total amount of carbon in the protected portion of the region"|NULL|"extended"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_max_c_mg_prot"|"Maximum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_max_c_mg_total"|"Maximum amount of carbon in Mg (Megagrams = Tons) in the whole country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_max_c_mg_unprot"|"Maximum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_mean_c_mg_prot"|"Mean amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_mean_c_mg_total"|"Mean amount of carbon in Mg (Megagrams = Tons) in the whole country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_mean_c_mg_unprot"|"Mean amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_min_c_mg_prot"|"Minimum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_min_c_mg_total"|"Minimum amount of carbon in Mg (Megagrams = Tons) in the whole country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_min_c_mg_unprot"|"Minimum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_stdev_c_mg_prot"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_stdev_c_mg_total"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the whole country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_stdev_c_mg_unprot"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_tot_c_pg_prot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_tot_c_pg_total"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the whole country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"administrative_units"|"get_region_all_inds"|"carbon_tot_c_pg_unprot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the country"|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_max_c_mg_prot"|"Maximum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_max_c_mg_total"|"Maximum amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion"|"ET"|"dopa"|True|True|3|"TOTAL CARBON"|"Max  (Mg)"
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_max_c_mg_unprot"|"Maximum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_mean_c_mg_prot"|"Mean amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_mean_c_mg_total"|"Mean amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion"|"ET"|"dopa"|True|True|3|"TOTAL CARBON"|"Average  (Mg)"
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_mean_c_mg_unprot"|"Mean amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_min_c_mg_prot"|"Minimum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_min_c_mg_total"|"Minimum amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion"|"ET"|"dopa"|True|True|3|"TOTAL CARBON"|"Min  (Mg)"
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_min_c_mg_unprot"|"Minimum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_stdev_c_mg_prot"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion"|"ET"|"dopa"|True|False|NULL|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_stdev_c_mg_total"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion"|"ET"|"dopa"|True|True|NULL|"TOTAL CARBON"|"St.Dev  (Mg)"
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_stdev_c_mg_unprot"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion"|"ET"|"dopa"|True|False|NULL|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_tot_c_pg_prot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_tot_c_pg_total"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the whole ecoregion"|"ET"|"dopa"|True|True|3|"TOTAL CARBON"|"Total  (Pg)"
304|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"carbon_tot_c_pg_unprot"|"Total amount of carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the ecoregion"|"ET"|"dopa"|True|False|3|NULL|NULL
304|"protected_sites"|"get_wdpa_all_inds"|"carbon_max_c_mg"|"Maximum amount of carbon in Mg (Megagrams = Tons)"|"PTC"|"dopa"|True|True|3|"CARBON"|"Max  (Mg)"
304|"protected_sites"|"get_wdpa_all_inds"|"carbon_mean_c_mg"|"Mean amount of carbon in Mg (Megagrams = Tons)"|"PTC"|"dopa"|True|True|3|"CARBON"|"Average  (Mg)"
304|"protected_sites"|"get_wdpa_all_inds"|"carbon_min_c_mg"|"Minimum amount of carbon in Mg (Megagrams = Tons)"|"PTC"|"dopa"|True|True|3|"CARBON"|"Min  (Mg)"
304|"protected_sites"|"get_wdpa_all_inds"|"carbon_stdev_c_mg"|"Standard deviation of the amount of carbon in Mg (Megagrams = Tons)"|"PTC"|"dopa"|True|True|NULL|"CARBON"|"St.Dev  (Mg)"
304|"protected_sites"|"get_wdpa_all_inds"|"carbon_tot_c_mg"|"Total amount of carbon in Mg (Megagrams = Tons)"|"PTC"|"dopa"|True|True|3|"CARBON"|"Total  (Pg)"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_apr"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"April"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_aug"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"August"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_dec"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"December"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_feb"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"February"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_jan"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"January"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_jul"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"July"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_jun"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"June"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_mar"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"March"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_may"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"May"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_nov"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"November"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_oct"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"October"
401|"protected_sites"|"get_wdpa_all_inds"|"cli_prec_sep"|"Climate statistics providing monthly rainfall averages (mm) for the terrestrial protected areas."|"PTC"|"dopa"|True|True|2|"CLIMATE MEAN MONTHLY PRECIPITATION (mm)"|"September"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_apr"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"April"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_aug"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"August"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_dec"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"December"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_feb"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"February"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_jan"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"January"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_jul"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"July"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_jun"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"June"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_mar"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"March"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_may"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"May"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_nov"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"November"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_oct"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"October"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmax_sep"|"Climate statistics providing monthly maximum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MAX TEMPERATURE (�C)"|"September"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_apr"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"April"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_aug"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"August"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_dec"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"December"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_feb"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"February"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_jan"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"January"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_jul"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"July"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_jun"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"June"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_mar"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"March"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_may"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"May"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_nov"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"November"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_oct"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"October"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmean_sep"|"Climate statistics providing monthly mean temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MEAN TEMPERATURE (�C)"|"September"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_apr"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"April"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_aug"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"August"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_dec"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"December"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_feb"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"February"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_jan"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"January"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_jul"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"July"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_jun"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"June"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_mar"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"March"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_may"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"May"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_nov"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"November"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_oct"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"October"
402|"protected_sites"|"get_wdpa_all_inds"|"cli_tmin_sep"|"Climate statistics providing monthly minimum temperatures (C) for the land and/or the sea surface of the protected area."|"P"|"dopa"|True|True|2|"CLIMATE MIN TEMPERATURE (�C)"|"September"
500|"administrative_units"|"get_country_all_inds"|"gebco_max_m"|"Maximum elevation in meters."|"CL"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Max (m)"
500|"administrative_units"|"get_country_all_inds"|"gebco_mean_m"|"Mean elevation in meters."|"CL"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Mean (m)"
500|"administrative_units"|"get_country_all_inds"|"gebco_min_m"|"Minimum elevation in meters."|"CL"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Min (m)"
500|"administrative_units"|"get_country_all_inds"|"gebco_stdev_m"|"Standard Deviation of the elevation in meters."|"CL"|"dopa"|True|True|NULL|"ELEVATION PROFILE"|"St.Dev (m)"
500|"administrative_units"|"get_region_all_inds"|"gebco_max_m"|"Maximum elevation in meters."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
500|"administrative_units"|"get_region_all_inds"|"gebco_mean_m"|"Mean elevation in meters."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
500|"administrative_units"|"get_region_all_inds"|"gebco_min_m"|"Minimum elevation in meters."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
500|"administrative_units"|"get_region_all_inds"|"gebco_stdev_m"|"Standard Deviation of the elevation in meters."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
500|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gebco_max_m"|"Maximum elevation in meters."|"ET"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Max (m)"
500|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gebco_mean_m"|"Mean elevation in meters."|"ET"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Mean (m)"
500|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gebco_min_m"|"Minimum elevation in meters."|"ET"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Min (m)"
500|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gebco_stdev_m"|"Standard Deviation of the elevation in meters."|"ET"|"dopa"|True|True|NULL|"ELEVATION PROFILE"|"St.Dev (m)"
500|"protected_sites"|"get_wdpa_all_inds"|"gebco_max_m"|"Mean elevation of a protected area in meters."|"P"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Max (m)"
500|"protected_sites"|"get_wdpa_all_inds"|"gebco_mean_m"|"Minimum elevation of a protected area in meters."|"P"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Mean (m)"
500|"protected_sites"|"get_wdpa_all_inds"|"gebco_median_m"|"Median of elevation of a protected area in meters."|"P"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Median (m)"
500|"protected_sites"|"get_wdpa_all_inds"|"gebco_min_m"|"Maximum elevation of a protected area in meters."|"P"|"dopa"|True|True|1|"ELEVATION PROFILE"|"Min (m)"
500|"protected_sites"|"get_wdpa_all_inds"|"gebco_stdev_m"|"Standard Deviation of the elevation of a protected area in meters."|"P"|"dopa"|True|True|NULL|"ELEVATION PROFILE"|"St.Dev (m)"
601|"administrative_units"|"get_country_all_inds"|"gfc_gain_km2"|"Forest gain between first and last epochs expressed in km2."|"CL"|"dopa"|True|True|1|"CHANGE IN FOREST COVER"|"Forest Gain (km2)"
601|"administrative_units"|"get_country_all_inds"|"gfc_gain_perc"|"Forest gain between first and last epochs expressed in percent."|"CL"|"dopa"|True|True|1|"CHANGE IN FOREST COVER"|"Forest Gain (%)"
601|"administrative_units"|"get_country_all_inds"|"gfc_gain_prot_km2"|"Forest gain inside protected areas between first and last epochs expressed in km2."|"CL"|"dopa"|True|False|1|NULL|NULL
601|"administrative_units"|"get_country_all_inds"|"gfc_gain_prot_perc"|"Forest gain inside protected areas between first and last epochs expressed in percent."|"CL"|"dopa"|True|False|1|NULL|NULL
601|"administrative_units"|"get_region_aggregated_inds"|"gfc_gain_km2"|"Forest gain (Global Forest Change) in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_aggregated_inds"|"gfc_gain_prot_km2"|"Forest gain (Global Forest Change) protected in km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_aggregated_inds"|"gfc_gain_prot_perc"|"Percentage of area where forest gain (Global Forest Change) happened which is protected "|NULL|"extended"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_aggregated_inds"|"total_gfc_gain_perc"|"percentage of terrestrial area where forest gain (Global Forest Change) happened"|NULL|"extended"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_aggregated_inds"|"total_gfc_gain_prot_perc"|"Percentage of terrestrial area which is protected and where forest gain (Global Forest Change) happened"|NULL|"extended"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_all_inds"|"gfc_gain_km2"|"Forest gain between first and last epochs expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_all_inds"|"gfc_gain_perc"|"Forest gain between first and last epochs expressed in percent."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_all_inds"|"gfc_gain_prot_km2"|"Forest gain inside protected areas between first and last epochs expressed in km2."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
601|"administrative_units"|"get_region_all_inds"|"gfc_gain_prot_perc"|"Forest gain inside protected areas between first and last epochs expressed in percent."|"CL"|"dopa"|True|NULL|NULL|NULL|NULL
601|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gfc_gain_km2"|"Forest gain between first and last epochs expressed in km2."|"ET"|"dopa"|True|True|3|"CHANGE IN FOREST COVER"|"Forest Gain (km2)"
601|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gfc_gain_perc"|"Forest gain between first and last epochs expressed in percent."|"ET"|"dopa"|True|True|3|"CHANGE IN FOREST COVER"|"Forest Gain (%)"
601|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gfc_gain_prot_km2"|"Forest gain inside protected areas between first and last epochs expressed in km2."|"ET"|"dopa"|True|False|3|NULL|NULL
601|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"gfc_gain_prot_perc"|"Forest gain inside protected areas between first and last epochs expressed in percent."|"ET"|"dopa"|True|False|3|NULL|NULL
601|"protected_sites"|"get_wdpa_all_inds"|"gfc_gain_km2"|"Forest gain between first and last epochs expressed in km2."|"PTC"|"dopa"|True|True|3|"CHANGE IN FOREST COVER"|"Forest Gain (km2)"
601|"protected_sites"|"get_wdpa_all_inds"|"gfc_gain_perc"|"Forest gain between first and last epochs expressed in percent."|"PTC"|"dopa"|True|True|3|"CHANGE IN FOREST COVER"|"Forest Gain (%)"
602|"administrative_units"|"get_country_all_inds"|"gfc_loss_km2"|"Forest loss between first and last epochs expressed in km2."|"CL"|"dopa"|True|True|1|"CHANGE IN FOREST COVER"|"Forest Loss (km2)"
602|"administrative_units"|"get_country_all_inds"|"gfc_loss_perc"|"Forest loss between first and last epochs expressed in percent."|"CL"|"dopa"|True|True|1|"CHANGE IN FOREST COVER"|"Forest Loss (%)"
