db_name|schema_name|function_name|parameter_name|parameter_description|reporting_level|source|rest|xls_template|xls_column_name_lv_1|xls_column_name_lv_2|progress_code
d6dopa40|administrative_units|get_region_aggregated_inds|global_mammals_threatened_endemics|Global Number of threatened endemic Vertebrates by class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_mammals_threatened_endemics_perc|Percentage (respect to global value) of threatened endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_pa_count|global number of protected areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_pa_count_marine|global number of marine protected areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_pa_count_terrestrial|global number of terrestrial protected areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_sharks_rays_endemics|Global number of endemic Vertebrates by class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_sharks_rays_endemics_perc|Percentage (respect to global value) of endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_sharks_rays_threatened_endemics|Global Number of threatened endemic Vertebrates by class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|global_sharks_rays_threatened_endemics_perc|Percentage (respect to global value) of threatened endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|land_natural_km2|Natural landscape (Copernicus LC non-Cropland and non-Urban classes) area coverage in km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|land_natural_prot_km2|Protected Natural landscape (Copernicus LC non-Cropland and non-Urban classes) area coverage in km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|land_natural_prot_perc|percentage of Natural landscape (Copernicus LC non-Cropland and non-Urban classes) which is protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|land_non_natural_km2|Non-natural landscape (Copernicus LC Cropland and Urban categories) area coverage in km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|land_non_natural_protected_km2|Non-Natural landscape (Copernicus LC Cropland and Urban categories) in protected area coverage in km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|land_non_natural_prot_perc|percentage of Non-Natural landscape (Copernicus LC nCropland and Urban classes) which is protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|lpd_moderate_km2|Moderate decline area (World Atlas of Desertification: Land Productivity Dynamics) in Km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|lpd_severe_km2|Severe decline area (World Atlas of Desertification: Land Productivity Dynamics) in Km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|lpd_stressed_km2|Stressed decline area (World Atlas of Desertification: Land Productivity Dynamics) in Km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|mammals_endemics|Number of endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|mammals_threatened_endemics|Number of threatened endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|mammals_threatened_endemics_perc|Percentage of threatened within endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|marine_pa_0_10|Number of marine protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|marine_pa_10000_100000|Number of marine protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|marine_pa_1000_10000|Number of marine protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|marine_pa_100_1000|Number of marine protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|marine_pa_10_100|Number of marine protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|marine_pa_over_100000|Number of marine protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count|total number of protected areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_marine|number of marine protected areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_marine_perc|percentage of marine protected areas in the region respect to global number of marine protected areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_perc|percentage of protected areas in the region respect to global number of protected areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_points|number of point protected areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_polygons|number of polygon protected areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_terrestrial|number of terrestrial protected areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_count_terrestrial_perc|percentage of terrestrial protected areas in the region respect to global number of terrestrial protected areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_perc_points|percentage of point protected vs polygon areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|pa_perc_polygons|percentage of polygon protected vs point areas in the region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|region|selected region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|sharks_rays_endemics|Number of endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|sharks_rays_threatened_endemics|Number of threatened endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|sharks_rays_threatened_endemics_perc|Percentage of threatened within endemic Vertebrates by class in region|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|subregion|selected subregion (if any)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|terrestrial_pa_0_10|Number of terrestrial and coastal protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|terrestrial_pa_10000_100000|Number of terrestrial and coastal protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|terrestrial_pa_1000_10000|Number of terrestrial and coastal protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|terrestrial_pa_100_1000|Number of terrestrial and coastal protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|terrestrial_pa_10_100|Number of terrestrial and coastal protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|terrestrial_pa_over_100000|Number of terrestrial and coastal protected areas by size class|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_copernicus_prot_forest_perc|percentage of total land which is forest (Copernicus LC) and protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_copernicus_prot_water_perc|percentage of total land which is water (Copernicus LC permanent water bodies class) and protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_copernicus_tot_forest_perc|Percentage of forest (Copernicus LC classes 111-126) coverage|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_copernicus_water_perc|percentage of total land which is water (Copernicus LC permanent water bodies class)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_gfc_gain_perc|percentage of terrestrial area where forest gain (Global Forest Change) happened|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_gfc_gain_prot_perc|Percentage of terrestrial area which is protected and where forest gain (Global Forest Change) happened|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_gfc_loss_perc|percentage of terrestrial area where forest loss (Global Forest Change) happened|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_gfc_loss_prot_perc|Percentage of terrestrial area which is protected and where forest loss (Global Forest Change) happened|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_gfc_treecover_perc|Percentage of terrestrial area which is forest (Global Forest Change)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_gfc_treecover_prot_perc|Percentage of terrestrial area which is protected forest (Global Forest Change)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_land_natural_perc|percentage of terrestrial area which is Natural landscape (Copernicus LC non-Cropland and non-Urban classes)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_land_natural_prot_perc|percentage of total land which is Natural landscape (Copernicus LC non-Cropland and non-Urban classes) and protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_land_non_natural_perc|percentage of terrestrial area which is Non-natural landscape (Copernicus LC Cropland and Urban categories)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_land_non_natural_prot_perc|percentage of total land which is Non-Natural landscape (Copernicus LC Cropland and Urban classes) and protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_lpd_degraded_perc|percentage of land which is degraded (Severe+Moderate+Stressed; World Atlas of Desertification: Land Productivity Dynamics)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_water_p_netchange_perc|percentage of land where is permanent surface inland water (JRC Global Surface Water) change happened|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|total_water_p_prot_netchange_perc|Percentage of terrestrial area which is protected and where permanent surface inland water (JRC Global Surface Water) change happened|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|water_p_netchange_km2|Area of permanent surface inland water (JRC Global Surface Water) where change happened in km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|water_p_prot_netchange_km2|Area of permanent surface inland water (JRC Global Surface Water) where change happened which is protected in km2|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|water_p_prot_netchange_perc|Percentage of area where permanent surface inland water (JRC Global Surface Water) change happened which is protected|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_aggregated_inds|weighted_protconn|Region connectivity weighted by country areas|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_max_c_mg_prot|Maximum amount for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_max_c_mg_total|Maximum amount for above ground carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_max_c_mg_unprot|Maximum amount for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_mean_c_mg_prot|Mean amount for for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_mean_c_mg_total|Mean amount for for above ground carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_mean_c_mg_unprot|Mean amount for for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_min_c_mg_prot|Minimum amount for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_min_c_mg_total|Minimum amount for above ground carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_min_c_mg_unprot|Minimum amount for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_stdev_c_mg_prot|Standard deviation for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_stdev_c_mg_total|Standard deviation for above ground carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_stdev_c_mg_unprot|Standard deviation for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_tot_c_pg_prot|Total amount of above ground carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_tot_c_pg_total|Total amount of above ground carbon in Pg (Petagrams =Tons/10^9) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|agb_tot_c_pg_unprot|Total amount of above ground carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_mar_km2|Total marine area of the country in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_mar_perc|Total marine area of the country as a percentage of the total area of the country (GAUL + EEZ).|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_prot_km2|Total area protected in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_prot_mar_km2|Total area protected in marine part of the country in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_prot_mar_perc|Area protected in marine part of the country in km2 as a percentage of total marine area (EEZ) of the country.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_prot_perc|Total area protected as a percentage of the total area.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_prot_terr_km2|Total area protected in terrestrial land of the country in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_prot_terr_perc|Area protected in terrestrial land of the country in km2 as a percentage of total terrestrial area of the country.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_terr_km2|Total terrestrial area of the country in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_terr_perc|Total terrestrial area of the country as a percentage of the total area of the country (GAUL + EEZ).|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|area_tot_km2|Total area in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_max_c_mg_prot|Maximum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_max_c_mg_total|Maximum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_max_c_mg_unprot|Maximum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_mean_c_mg_prot|Mean amount for for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_mean_c_mg_total|Mean amount for for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_mean_c_mg_unprot|Mean amount for for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_min_c_mg_prot|Minimum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_min_c_mg_total|Minimum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_min_c_mg_unprot|Minimum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_stdev_c_mg_prot|Standard deviation for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_stdev_c_mg_total|Standard deviation for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_stdev_c_mg_unprot|Standard deviation for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_tot_c_pg_prot|Total amount of below ground (tree roots) carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_tot_c_pg_total|Total amount of below ground (tree roots) carbon in Pg (Petagrams =Tons/10^9) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|bgb_tot_c_pg_unprot|Total amount of below ground (tree roots) carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_max_c_mg_prot|Maximum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_max_c_mg_total|Maximum amount of carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_max_c_mg_unprot|Maximum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_mean_c_mg_prot|Mean amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_mean_c_mg_total|Mean amount of carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_mean_c_mg_unprot|Mean amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_min_c_mg_prot|Minimum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_min_c_mg_total|Minimum amount of carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_min_c_mg_unprot|Minimum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_stdev_c_mg_prot|Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_stdev_c_mg_total|Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_stdev_c_mg_unprot|Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_tot_c_pg_prot|Total amount of carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_tot_c_pg_total|Total amount of carbon in Pg (Petagrams =Tons/10^9) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|carbon_tot_c_pg_unprot|Total amount of carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|country_id|country_id|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|country_iso2|country_iso2|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|country_iso3|country_iso3|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|country_name|country_name|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|country_un_m49|country_un_m49|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gebco_max_m|Maximum elevation in meters.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gebco_mean_m|Mean elevation in meters.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gebco_min_m|Minimum elevation in meters.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gebco_stdev_m|Standard Deviation of the elevation in meters.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_gain_km2|Forest gain between first and last epochs expressed in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_gain_perc|Forest gain between first and last epochs expressed in percent.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_gain_prot_km2|Forest gain inside protected areas between first and last epochs expressed in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_gain_prot_perc|Forest gain inside protected areas between first and last epochs expressed in percent.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_loss_km2|Forest loss between first and last epochs expressed in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_loss_perc|Forest loss between first and last epochs expressed in percent.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_loss_prot_km2|Forest loss inside protected areas between first and last epochs expressed in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_loss_prot_perc|Forest loss inside protected areas between first and last epochs expressed in percent.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_treecover_km2|Forest cover in first epoch expressed in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_treecover_perc|Forest cover in first epoch expressed in percent.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_treecover_prot_km2|Forest cover inside protected areas in first epoch expressed in km2.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gfc_treecover_prot_perc|Forest cover inside protected areas in first epoch expressed in percent.|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_max_c_mg_prot|Maximum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_max_c_mg_total|Maximum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_max_c_mg_unprot|Maximum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_mean_c_mg_prot|Mean amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_mean_c_mg_total|Mean amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_mean_c_mg_unprot|Mean amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the unprotected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_min_c_mg_prot|Minimum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the country|NULL|dopa|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_all_inds|gsoc_min_c_mg_total|Minimum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole country|NULL|dopa|t|NULL|NULL|NULL|NULL
